transaction_id,account_id,customer_id,transaction_date,posted_date,description,merchant_name,transaction_type,amount,status,reference_number,synthetic_notice
TXN-0000781,ACCT-000268,CUST-00068,2026-05-21,2026-05-23,Bill Pay - Corner Cafe,Corner Cafe,Bill Pay,-325.92,Posted,REF0000150733,Synthetic transaction
TXN-0000782,ACCT-000275,CUST-00075,2026-05-01,2026-05-01,ATM - Oak & Main,Oak & Main,ATM,-147.06,Posted,REF0000150926,Synthetic transaction
TXN-0000783,ACCT-000282,CUST-00082,2026-05-31,2026-05-31,Card Purchase - FastShip,FastShip,Card Purchase,-583.62,Pending,REF0000151119,Synthetic transaction
TXN-0000784,ACCT-000289,CUST-00089,2026-05-14,2026-05-14,Fee - Wire Fee,Wire Fee,Fee,-20.63,Posted,REF0000151312,Synthetic transaction
TXN-0000785,ACCT-000296,CUST-00096,2026-02-16,2026-02-16,ACH Debit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Debit,-589.14,Posted,REF0000151505,Synthetic transaction
TXN-0000786,ACCT-000303,CUST-00103,2026-04-01,2026-04-01,Bill Pay - FastShip,FastShip,Bill Pay,-468.28,Posted,REF0000151698,Synthetic transaction
TXN-0000787,ACCT-000310,CUST-00110,2026-02-15,2026-02-15,Refund - Corner Cafe,Corner Cafe,Refund,263.23,Posted,REF0000151891,Synthetic transaction
TXN-0000788,ACCT-000317,CUST-00117,2026-04-21,2026-04-21,ATM - Atlas Wireless,Atlas Wireless,ATM,-635.98,Posted,REF0000152084,Synthetic transaction
TXN-0000789,ACCT-000324,CUST-00124,2026-02-21,2026-02-21,Transfer In - Harbor Insurance,Harbor Insurance,Transfer In,264.58,Pending,REF0000152277,Synthetic transaction
TXN-0000790,ACCT-000331,CUST-00131,2026-02-25,2026-02-25,ATM - BrightFuel,BrightFuel,ATM,-517.03,Posted,REF0000152470,Synthetic transaction
TXN-0000791,ACCT-000338,CUST-00138,2026-06-07,2026-06-07,Bill Pay - City Fitness,City Fitness,Bill Pay,-315.78,Posted,REF0000152663,Synthetic transaction
TXN-0000792,ACCT-000345,CUST-00145,2026-06-09,2026-06-09,ACH Debit - GreenLeaf Market,GreenLeaf Market,ACH Debit,-394.36,Posted,REF0000152856,Synthetic transaction
TXN-0000793,ACCT-000352,CUST-00152,2026-02-15,2026-02-15,POS - TuitionPay,TuitionPay,POS,-209.69,Posted,REF0000153049,Synthetic transaction
TXN-0000794,ACCT-000359,CUST-00159,2026-02-05,2026-02-07,Refund - City Fitness,City Fitness,Refund,3341.74,Posted,REF0000153242,Synthetic transaction
TXN-0000795,ACCT-000366,CUST-00166,2026-06-15,2026-06-15,ATM - StreamBox Media,StreamBox Media,ATM,-710.19,Posted,REF0000153435,Synthetic transaction
TXN-0000796,ACCT-000373,CUST-00173,2026-01-27,2026-01-29,Fee - Returned Item Fee,Returned Item Fee,Fee,-15.44,Posted,REF0000153628,Synthetic transaction
TXN-0000797,ACCT-000380,CUST-00180,2026-05-27,2026-05-27,ACH Credit - GreenLeaf Market,GreenLeaf Market,ACH Credit,3427.61,Posted,REF0000153821,Synthetic transaction
TXN-0000798,ACCT-000387,CUST-00187,2026-02-01,2026-02-03,ACH Debit - FastShip,FastShip,ACH Debit,-510.31,Posted,REF0000154014,Synthetic transaction
TXN-0000799,ACCT-000394,CUST-00194,2026-05-23,2026-05-25,ACH Debit - Atlas Wireless,Atlas Wireless,ACH Debit,-403.32,Posted,REF0000154207,Synthetic transaction
TXN-0000800,ACCT-000001,CUST-00001,2026-02-07,2026-02-07,ATM - Harbor Insurance,Harbor Insurance,ATM,-329.74,Posted,REF0000154400,Synthetic transaction
TXN-0000801,ACCT-000008,CUST-00008,2026-03-23,2026-03-23,Card Purchase - Harbor Insurance,Harbor Insurance,Card Purchase,-433.52,Posted,REF0000154593,Synthetic transaction
TXN-0000802,ACCT-000015,CUST-00015,2026-04-30,2026-04-30,Refund - Oak & Main,Oak & Main,Refund,2104.32,Posted,REF0000154786,Synthetic transaction
TXN-0000803,ACCT-000022,CUST-00022,2026-02-07,2026-02-09,Bill Pay - MedPlus Clinic,MedPlus Clinic,Bill Pay,-384.52,Posted,REF0000154979,Synthetic transaction
TXN-0000804,ACCT-000029,CUST-00029,2026-06-10,2026-06-10,POS - BrightFuel,BrightFuel,POS,-627.29,Posted,REF0000155172,Synthetic transaction
TXN-0000805,ACCT-000036,CUST-00036,2026-05-31,2026-05-31,Bill Pay - City Fitness,City Fitness,Bill Pay,-500.69,Posted,REF0000155365,Synthetic transaction
TXN-0000806,ACCT-000043,CUST-00043,2026-02-04,2026-02-04,Deposit - Bluebird Pharmacy,Bluebird Pharmacy,Deposit,891.31,Posted,REF0000155558,Synthetic transaction
TXN-0000807,ACCT-000050,CUST-00050,2026-03-10,2026-03-10,ACH Debit - StreamBox Media,StreamBox Media,ACH Debit,-777.24,Posted,REF0000155751,Synthetic transaction
TXN-0000808,ACCT-000057,CUST-00057,2026-06-02,2026-06-02,Fee - Overdraft Fee,Overdraft Fee,Fee,-19.84,Posted,REF0000155944,Synthetic transaction
TXN-0000809,ACCT-000064,CUST-00064,2026-03-17,2026-03-17,Fee - Overdraft Fee,Overdraft Fee,Fee,-31.26,Posted,REF0000156137,Synthetic transaction
TXN-0000810,ACCT-000071,CUST-00071,2026-03-23,2026-03-23,POS - GreenLeaf Market,GreenLeaf Market,POS,-80.46,Posted,REF0000156330,Synthetic transaction
TXN-0000811,ACCT-000078,CUST-00078,2026-04-28,2026-04-28,POS - FastShip,FastShip,POS,-72.24,Posted,REF0000156523,Synthetic transaction
TXN-0000812,ACCT-000085,CUST-00085,2026-05-08,2026-05-10,POS - TuitionPay,TuitionPay,POS,-651.4,Posted,REF0000156716,Synthetic transaction
TXN-0000813,ACCT-000092,CUST-00092,2026-04-09,2026-04-09,ACH Debit - TuitionPay,TuitionPay,ACH Debit,-132.53,Posted,REF0000156909,Synthetic transaction
TXN-0000814,ACCT-000099,CUST-00099,2026-02-09,2026-02-09,POS - StreamBox Media,StreamBox Media,POS,-341.36,Posted,REF0000157102,Synthetic transaction
TXN-0000815,ACCT-000106,CUST-00106,2026-03-18,2026-03-18,ACH Credit - Harbor Insurance,Harbor Insurance,ACH Credit,46.71,Posted,REF0000157295,Synthetic transaction
TXN-0000816,ACCT-000113,CUST-00113,2026-03-10,2026-03-10,Transfer In - Oak & Main,Oak & Main,Transfer In,851.39,Posted,REF0000157488,Synthetic transaction
TXN-0000817,ACCT-000120,CUST-00120,2026-04-08,2026-04-08,Deposit - BrightFuel,BrightFuel,Deposit,3154.94,Posted,REF0000157681,Synthetic transaction
TXN-0000818,ACCT-000127,CUST-00127,2026-03-14,2026-03-14,ACH Debit - MedPlus Clinic,MedPlus Clinic,ACH Debit,-428.83,Posted,REF0000157874,Synthetic transaction
TXN-0000819,ACCT-000134,CUST-00134,2026-02-08,2026-02-08,ATM - TuitionPay,TuitionPay,ATM,-620.49,Posted,REF0000158067,Synthetic transaction
TXN-0000820,ACCT-000141,CUST-00141,2026-04-21,2026-04-21,ATM - TuitionPay,TuitionPay,ATM,-242.35,Posted,REF0000158260,Synthetic transaction
TXN-0000821,ACCT-000148,CUST-00148,2026-04-23,2026-04-23,Fee - Returned Item Fee,Returned Item Fee,Fee,-23.05,Posted,REF0000158453,Synthetic transaction
TXN-0000822,ACCT-000155,CUST-00155,2026-04-03,2026-04-03,Fee - Overdraft Fee,Overdraft Fee,Fee,-27.36,Posted,REF0000158646,Synthetic transaction
TXN-0000823,ACCT-000162,CUST-00162,2026-04-18,2026-04-18,Transfer In - StreamBox Media,StreamBox Media,Transfer In,1883.4,Posted,REF0000158839,Synthetic transaction
TXN-0000824,ACCT-000169,CUST-00169,2026-01-29,2026-01-31,Deposit - StreamBox Media,StreamBox Media,Deposit,2753.61,Posted,REF0000159032,Synthetic transaction
TXN-0000825,ACCT-000176,CUST-00176,2026-03-21,2026-03-23,ACH Debit - Harbor Insurance,Harbor Insurance,ACH Debit,-102.56,Posted,REF0000159225,Synthetic transaction
TXN-0000826,ACCT-000183,CUST-00183,2026-05-24,2026-05-24,ACH Credit - TuitionPay,TuitionPay,ACH Credit,2621.45,Posted,REF0000159418,Synthetic transaction
TXN-0000827,ACCT-000190,CUST-00190,2026-06-12,2026-06-12,Card Purchase - Northline Utilities,Northline Utilities,Card Purchase,-589.98,Posted,REF0000159611,Synthetic transaction
TXN-0000828,ACCT-000197,CUST-00197,2026-05-22,2026-05-22,Card Purchase - Bluebird Pharmacy,Bluebird Pharmacy,Card Purchase,-716.54,Posted,REF0000159804,Synthetic transaction
TXN-0000829,ACCT-000204,CUST-00004,2026-05-11,2026-05-13,ACH Credit - Harbor Insurance,Harbor Insurance,ACH Credit,2063.46,Posted,REF0000159997,Synthetic transaction
TXN-0000830,ACCT-000211,CUST-00011,2026-06-13,2026-06-13,ATM - Oak & Main,Oak & Main,ATM,-355.39,Posted,REF0000160190,Synthetic transaction
TXN-0000831,ACCT-000218,CUST-00018,2026-06-05,2026-06-05,ATM - MedPlus Clinic,MedPlus Clinic,ATM,-625.71,Posted,REF0000160383,Synthetic transaction
TXN-0000832,ACCT-000225,CUST-00025,2026-02-11,2026-02-11,Bill Pay - Oak & Main,Oak & Main,Bill Pay,-469.72,Pending,REF0000160576,Synthetic transaction
TXN-0000833,ACCT-000232,CUST-00032,2026-03-31,2026-03-31,ACH Debit - FastShip,FastShip,ACH Debit,-180.59,Posted,REF0000160769,Synthetic transaction
TXN-0000834,ACCT-000239,CUST-00039,2026-03-27,2026-03-27,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-34.59,Posted,REF0000160962,Synthetic transaction
TXN-0000835,ACCT-000246,CUST-00046,2026-06-15,2026-06-15,ACH Credit - BrightFuel,BrightFuel,ACH Credit,794.58,Posted,REF0000161155,Synthetic transaction
TXN-0000836,ACCT-000253,CUST-00053,2026-05-04,2026-05-04,Card Purchase - MedPlus Clinic,MedPlus Clinic,Card Purchase,-42.4,Posted,REF0000161348,Synthetic transaction
TXN-0000837,ACCT-000260,CUST-00060,2026-02-15,2026-02-15,Card Purchase - StreamBox Media,StreamBox Media,Card Purchase,-186.32,Posted,REF0000161541,Synthetic transaction
TXN-0000838,ACCT-000267,CUST-00067,2026-03-05,2026-03-07,Bill Pay - StreamBox Media,StreamBox Media,Bill Pay,-324.93,Posted,REF0000161734,Synthetic transaction
TXN-0000839,ACCT-000274,CUST-00074,2026-04-17,2026-04-17,POS - Harbor Insurance,Harbor Insurance,POS,-362.38,Posted,REF0000161927,Synthetic transaction
TXN-0000840,ACCT-000281,CUST-00081,2026-06-14,2026-06-14,POS - MedPlus Clinic,MedPlus Clinic,POS,-5.88,Posted,REF0000162120,Synthetic transaction
TXN-0000841,ACCT-000288,CUST-00088,2026-04-17,2026-04-17,Refund - Atlas Wireless,Atlas Wireless,Refund,3483.95,Posted,REF0000162313,Synthetic transaction
TXN-0000842,ACCT-000295,CUST-00095,2026-04-01,2026-04-01,POS - Harbor Insurance,Harbor Insurance,POS,-163.51,Posted,REF0000162506,Synthetic transaction
TXN-0000843,ACCT-000302,CUST-00102,2026-02-15,2026-02-15,Card Purchase - Oak & Main,Oak & Main,Card Purchase,-327.15,Posted,REF0000162699,Synthetic transaction
TXN-0000844,ACCT-000309,CUST-00109,2026-05-21,2026-05-21,Bill Pay - BrightFuel,BrightFuel,Bill Pay,-514.01,Posted,REF0000162892,Synthetic transaction
TXN-0000845,ACCT-000316,CUST-00116,2026-04-02,2026-04-02,POS - Corner Cafe,Corner Cafe,POS,-355.58,Posted,REF0000163085,Synthetic transaction
TXN-0000846,ACCT-000323,CUST-00123,2026-06-22,2026-06-23,ACH Debit - RideNow Transit,RideNow Transit,ACH Debit,-268.01,Posted,REF0000163278,Synthetic transaction
TXN-0000847,ACCT-000330,CUST-00130,2026-02-14,2026-02-14,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-23.85,Posted,REF0000163471,Synthetic transaction
TXN-0000848,ACCT-000337,CUST-00137,2026-06-17,2026-06-17,ATM - FastShip,FastShip,ATM,-666.58,Posted,REF0000163664,Synthetic transaction
TXN-0000849,ACCT-000344,CUST-00144,2026-02-12,2026-02-12,Deposit - GreenLeaf Market,GreenLeaf Market,Deposit,1715.63,Posted,REF0000163857,Synthetic transaction
TXN-0000850,ACCT-000351,CUST-00151,2026-05-14,2026-05-14,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-8.31,Posted,REF0000164050,Synthetic transaction
TXN-0000851,ACCT-000358,CUST-00158,2026-04-19,2026-04-21,Card Purchase - Atlas Wireless,Atlas Wireless,Card Purchase,-168.7,Posted,REF0000164243,Synthetic transaction
TXN-0000852,ACCT-000365,CUST-00165,2026-06-13,2026-06-13,Fee - Wire Fee,Wire Fee,Fee,-10.37,Posted,REF0000164436,Synthetic transaction
TXN-0000853,ACCT-000372,CUST-00172,2026-05-14,2026-05-14,Bill Pay - Oak & Main,Oak & Main,Bill Pay,-374.58,Posted,REF0000164629,Synthetic transaction
TXN-0000854,ACCT-000379,CUST-00179,2026-05-18,2026-05-18,Transfer In - RideNow Transit,RideNow Transit,Transfer In,2600.29,Posted,REF0000164822,Synthetic transaction
TXN-0000855,ACCT-000386,CUST-00186,2026-05-20,2026-05-20,ACH Debit - Harbor Insurance,Harbor Insurance,ACH Debit,-562.42,Posted,REF0000165015,Synthetic transaction
TXN-0000856,ACCT-000393,CUST-00193,2026-04-13,2026-04-15,ACH Debit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Debit,-229.59,Posted,REF0000165208,Synthetic transaction
TXN-0000857,ACCT-000400,CUST-00200,2026-01-30,2026-01-30,Deposit - RideNow Transit,RideNow Transit,Deposit,1743.74,Posted,REF0000165401,Synthetic transaction
TXN-0000858,ACCT-000007,CUST-00007,2026-06-09,2026-06-09,Fee - Returned Item Fee,Returned Item Fee,Fee,-21.77,Posted,REF0000165594,Synthetic transaction
TXN-0000859,ACCT-000014,CUST-00014,2026-03-25,2026-03-27,Fee - Returned Item Fee,Returned Item Fee,Fee,-23.48,Posted,REF0000165787,Synthetic transaction
TXN-0000860,ACCT-000021,CUST-00021,2026-02-09,2026-02-09,Fee - Wire Fee,Wire Fee,Fee,-28.35,Posted,REF0000165980,Synthetic transaction
TXN-0000861,ACCT-000028,CUST-00028,2026-04-26,2026-04-26,ATM - MedPlus Clinic,MedPlus Clinic,ATM,-595.41,Posted,REF0000166173,Synthetic transaction
TXN-0000862,ACCT-000035,CUST-00035,2026-02-06,2026-02-06,POS - City Fitness,City Fitness,POS,-298.8,Posted,REF0000166366,Synthetic transaction
TXN-0000863,ACCT-000042,CUST-00042,2026-04-29,2026-04-29,Card Purchase - TuitionPay,TuitionPay,Card Purchase,-59.9,Posted,REF0000166559,Synthetic transaction
TXN-0000864,ACCT-000049,CUST-00049,2026-04-03,2026-04-03,Deposit - Corner Cafe,Corner Cafe,Deposit,1827.59,Posted,REF0000166752,Synthetic transaction
TXN-0000865,ACCT-000056,CUST-00056,2026-02-20,2026-02-20,Card Purchase - BrightFuel,BrightFuel,Card Purchase,-266.3,Posted,REF0000166945,Synthetic transaction
TXN-0000866,ACCT-000063,CUST-00063,2026-02-14,2026-02-16,Bill Pay - BrightFuel,BrightFuel,Bill Pay,-197.95,Posted,REF0000167138,Synthetic transaction
TXN-0000867,ACCT-000070,CUST-00070,2026-03-12,2026-03-12,Bill Pay - Corner Cafe,Corner Cafe,Bill Pay,-77.97,Posted,REF0000167331,Synthetic transaction
TXN-0000868,ACCT-000077,CUST-00077,2026-03-21,2026-03-21,Card Purchase - BrightFuel,BrightFuel,Card Purchase,-724.49,Posted,REF0000167524,Synthetic transaction
TXN-0000869,ACCT-000084,CUST-00084,2026-06-06,2026-06-06,ACH Credit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Credit,619.05,Posted,REF0000167717,Synthetic transaction
TXN-0000870,ACCT-000091,CUST-00091,2026-04-19,2026-04-19,ACH Credit - Oak & Main,Oak & Main,ACH Credit,1085.24,Posted,REF0000167910,Synthetic transaction
TXN-0000871,ACCT-000098,CUST-00098,2026-04-19,2026-04-19,Refund - FastShip,FastShip,Refund,1535.83,Posted,REF0000168103,Synthetic transaction
TXN-0000872,ACCT-000105,CUST-00105,2026-05-16,2026-05-16,Deposit - Northline Utilities,Northline Utilities,Deposit,2354.76,Posted,REF0000168296,Synthetic transaction
TXN-0000873,ACCT-000112,CUST-00112,2026-05-04,2026-05-04,ACH Credit - TuitionPay,TuitionPay,ACH Credit,3359.06,Posted,REF0000168489,Synthetic transaction
TXN-0000874,ACCT-000119,CUST-00119,2026-03-11,2026-03-11,ACH Credit - TuitionPay,TuitionPay,ACH Credit,2317.9,Posted,REF0000168682,Synthetic transaction
TXN-0000875,ACCT-000126,CUST-00126,2026-06-07,2026-06-07,Fee - Overdraft Fee,Overdraft Fee,Fee,-24.38,Posted,REF0000168875,Synthetic transaction
TXN-0000876,ACCT-000133,CUST-00133,2026-05-11,2026-05-11,Card Purchase - Oak & Main,Oak & Main,Card Purchase,-76.99,Posted,REF0000169068,Synthetic transaction
TXN-0000877,ACCT-000140,CUST-00140,2026-05-30,2026-05-30,ATM - City Fitness,City Fitness,ATM,-380,Posted,REF0000169261,Synthetic transaction
TXN-0000878,ACCT-000147,CUST-00147,2026-04-04,2026-04-06,Card Purchase - TuitionPay,TuitionPay,Card Purchase,-346.76,Posted,REF0000169454,Synthetic transaction
TXN-0000879,ACCT-000154,CUST-00154,2026-06-10,2026-06-10,ACH Credit - TuitionPay,TuitionPay,ACH Credit,800.26,Posted,REF0000169647,Synthetic transaction
TXN-0000880,ACCT-000161,CUST-00161,2026-01-28,2026-01-28,ACH Credit - FastShip,FastShip,ACH Credit,2544.64,Posted,REF0000169840,Synthetic transaction
TXN-0000881,ACCT-000168,CUST-00168,2026-05-25,2026-05-25,Bill Pay - BrightFuel,BrightFuel,Bill Pay,-266.3,Posted,REF0000170033,Synthetic transaction
TXN-0000882,ACCT-000175,CUST-00175,2026-04-19,2026-04-19,ATM - MedPlus Clinic,MedPlus Clinic,ATM,-13.78,Posted,REF0000170226,Synthetic transaction
TXN-0000883,ACCT-000182,CUST-00182,2026-03-13,2026-03-13,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-28.56,Posted,REF0000170419,Synthetic transaction
TXN-0000884,ACCT-000189,CUST-00189,2026-05-21,2026-05-23,Card Purchase - Bluebird Pharmacy,Bluebird Pharmacy,Card Purchase,-477.55,Posted,REF0000170612,Synthetic transaction
TXN-0000885,ACCT-000196,CUST-00196,2026-03-10,2026-03-10,Transfer In - Harbor Insurance,Harbor Insurance,Transfer In,782.66,Posted,REF0000170805,Synthetic transaction
TXN-0000886,ACCT-000203,CUST-00003,2026-05-24,2026-05-24,Card Purchase - City Fitness,City Fitness,Card Purchase,-582.5,Posted,REF0000170998,Synthetic transaction
TXN-0000887,ACCT-000210,CUST-00010,2026-04-11,2026-04-11,Bill Pay - RideNow Transit,RideNow Transit,Bill Pay,-474.26,Posted,REF0000171191,Synthetic transaction
TXN-0000888,ACCT-000217,CUST-00017,2026-02-11,2026-02-11,ACH Debit - City Fitness,City Fitness,ACH Debit,-385.08,Posted,REF0000171384,Synthetic transaction
TXN-0000889,ACCT-000224,CUST-00024,2026-05-09,2026-05-09,ACH Credit - Harbor Insurance,Harbor Insurance,ACH Credit,768.35,Posted,REF0000171577,Synthetic transaction
TXN-0000890,ACCT-000231,CUST-00031,2026-03-23,2026-03-23,Card Purchase - TuitionPay,TuitionPay,Card Purchase,-753.8,Posted,REF0000171770,Synthetic transaction
TXN-0000891,ACCT-000238,CUST-00038,2026-02-27,2026-02-27,Bill Pay - City Fitness,City Fitness,Bill Pay,-157,Posted,REF0000171963,Synthetic transaction
TXN-0000892,ACCT-000245,CUST-00045,2026-04-26,2026-04-26,Card Purchase - Atlas Wireless,Atlas Wireless,Card Purchase,-35.9,Posted,REF0000172156,Synthetic transaction
TXN-0000893,ACCT-000252,CUST-00052,2026-03-13,2026-03-13,Bill Pay - BrightFuel,BrightFuel,Bill Pay,-587.68,Posted,REF0000172349,Synthetic transaction
TXN-0000894,ACCT-000259,CUST-00059,2026-06-01,2026-06-01,Card Purchase - Atlas Wireless,Atlas Wireless,Card Purchase,-717.84,Posted,REF0000172542,Synthetic transaction
TXN-0000895,ACCT-000266,CUST-00066,2026-06-09,2026-06-11,ACH Credit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Credit,1424.43,Posted,REF0000172735,Synthetic transaction
TXN-0000896,ACCT-000273,CUST-00073,2026-03-28,2026-03-28,Bill Pay - StreamBox Media,StreamBox Media,Bill Pay,-509.14,Posted,REF0000172928,Synthetic transaction
TXN-0000897,ACCT-000280,CUST-00080,2026-04-19,2026-04-19,Transfer In - City Fitness,City Fitness,Transfer In,461.03,Posted,REF0000173121,Synthetic transaction
TXN-0000898,ACCT-000287,CUST-00087,2026-01-31,2026-01-31,Card Purchase - Oak & Main,Oak & Main,Card Purchase,-679.66,Posted,REF0000173314,Synthetic transaction
TXN-0000899,ACCT-000294,CUST-00094,2026-05-17,2026-05-19,Bill Pay - BrightFuel,BrightFuel,Bill Pay,-326.82,Posted,REF0000173507,Synthetic transaction
TXN-0000900,ACCT-000301,CUST-00101,2026-03-09,2026-03-09,POS - GreenLeaf Market,GreenLeaf Market,POS,-388.66,Posted,REF0000173700,Synthetic transaction
TXN-0000901,ACCT-000308,CUST-00108,2026-04-24,2026-04-24,POS - FastShip,FastShip,POS,-606.61,Posted,REF0000173893,Synthetic transaction
TXN-0000902,ACCT-000315,CUST-00115,2026-02-07,2026-02-07,Bill Pay - BrightFuel,BrightFuel,Bill Pay,-543.54,Posted,REF0000174086,Synthetic transaction
TXN-0000903,ACCT-000322,CUST-00122,2026-05-11,2026-05-11,Deposit - RideNow Transit,RideNow Transit,Deposit,2775.82,Posted,REF0000174279,Synthetic transaction
TXN-0000904,ACCT-000329,CUST-00129,2026-03-06,2026-03-08,ATM - GreenLeaf Market,GreenLeaf Market,ATM,-678.13,Posted,REF0000174472,Synthetic transaction
TXN-0000905,ACCT-000336,CUST-00136,2026-05-10,2026-05-10,Card Purchase - Corner Cafe,Corner Cafe,Card Purchase,-592.83,Posted,REF0000174665,Synthetic transaction
TXN-0000906,ACCT-000343,CUST-00143,2026-04-13,2026-04-15,ATM - GreenLeaf Market,GreenLeaf Market,ATM,-452.85,Posted,REF0000174858,Synthetic transaction
TXN-0000907,ACCT-000350,CUST-00150,2026-05-15,2026-05-15,POS - TuitionPay,TuitionPay,POS,-61.69,Posted,REF0000175051,Synthetic transaction
TXN-0000908,ACCT-000357,CUST-00157,2026-04-06,2026-04-08,Refund - StreamBox Media,StreamBox Media,Refund,83.06,Posted,REF0000175244,Synthetic transaction
TXN-0000909,ACCT-000364,CUST-00164,2026-04-20,2026-04-20,Fee - Returned Item Fee,Returned Item Fee,Fee,-4.5,Posted,REF0000175437,Synthetic transaction
TXN-0000910,ACCT-000371,CUST-00171,2026-04-16,2026-04-16,ACH Debit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Debit,-524.45,Posted,REF0000175630,Synthetic transaction
TXN-0000911,ACCT-000378,CUST-00178,2026-02-23,2026-02-23,ACH Credit - City Fitness,City Fitness,ACH Credit,2915.34,Posted,REF0000175823,Synthetic transaction
TXN-0000912,ACCT-000385,CUST-00185,2026-03-09,2026-03-09,Fee - Returned Item Fee,Returned Item Fee,Fee,-34.67,Posted,REF0000176016,Synthetic transaction
TXN-0000913,ACCT-000392,CUST-00192,2026-02-25,2026-02-25,POS - RideNow Transit,RideNow Transit,POS,-477.26,Posted,REF0000176209,Synthetic transaction
TXN-0000914,ACCT-000399,CUST-00199,2026-05-31,2026-05-31,Bill Pay - City Fitness,City Fitness,Bill Pay,-638.3,Posted,REF0000176402,Synthetic transaction
TXN-0000915,ACCT-000006,CUST-00006,2026-02-19,2026-02-19,ATM - RideNow Transit,RideNow Transit,ATM,-110.06,Posted,REF0000176595,Synthetic transaction
TXN-0000916,ACCT-000013,CUST-00013,2026-06-21,2026-06-23,Bill Pay - Bluebird Pharmacy,Bluebird Pharmacy,Bill Pay,-28.59,Posted,REF0000176788,Synthetic transaction
TXN-0000917,ACCT-000020,CUST-00020,2026-02-19,2026-02-19,Transfer In - Atlas Wireless,Atlas Wireless,Transfer In,1577.15,Posted,REF0000176981,Synthetic transaction
TXN-0000918,ACCT-000027,CUST-00027,2026-04-30,2026-04-30,Transfer In - Metro Grocery,Metro Grocery,Transfer In,2520.7,Posted,REF0000177174,Synthetic transaction
TXN-0000919,ACCT-000034,CUST-00034,2026-02-04,2026-02-06,Transfer In - Bluebird Pharmacy,Bluebird Pharmacy,Transfer In,2794.21,Posted,REF0000177367,Synthetic transaction
TXN-0000920,ACCT-000041,CUST-00041,2026-04-16,2026-04-18,POS - Bluebird Pharmacy,Bluebird Pharmacy,POS,-99.86,Posted,REF0000177560,Synthetic transaction
TXN-0000921,ACCT-000048,CUST-00048,2026-03-13,2026-03-13,Card Purchase - FastShip,FastShip,Card Purchase,-748.29,Posted,REF0000177753,Synthetic transaction
TXN-0000922,ACCT-000055,CUST-00055,2026-06-01,2026-06-01,POS - StreamBox Media,StreamBox Media,POS,-102.33,Posted,REF0000177946,Synthetic transaction
TXN-0000923,ACCT-000062,CUST-00062,2026-05-23,2026-05-25,Refund - Metro Grocery,Metro Grocery,Refund,3078.93,Posted,REF0000178139,Synthetic transaction
TXN-0000924,ACCT-000069,CUST-00069,2026-02-20,2026-02-20,Card Purchase - Corner Cafe,Corner Cafe,Card Purchase,-676.53,Posted,REF0000178332,Synthetic transaction
TXN-0000925,ACCT-000076,CUST-00076,2026-03-11,2026-03-11,Deposit - Bluebird Pharmacy,Bluebird Pharmacy,Deposit,1350.14,Posted,REF0000178525,Synthetic transaction
TXN-0000926,ACCT-000083,CUST-00083,2026-03-30,2026-03-30,ACH Credit - Corner Cafe,Corner Cafe,ACH Credit,3325.06,Posted,REF0000178718,Synthetic transaction
TXN-0000927,ACCT-000090,CUST-00090,2026-03-21,2026-03-21,ATM - BrightFuel,BrightFuel,ATM,-253.8,Posted,REF0000178911,Synthetic transaction
TXN-0000928,ACCT-000097,CUST-00097,2026-05-21,2026-05-21,ACH Debit - City Fitness,City Fitness,ACH Debit,-188.64,Posted,REF0000179104,Synthetic transaction
TXN-0000929,ACCT-000104,CUST-00104,2026-04-07,2026-04-07,ACH Debit - RideNow Transit,RideNow Transit,ACH Debit,-127.13,Posted,REF0000179297,Synthetic transaction
TXN-0000930,ACCT-000111,CUST-00111,2026-04-02,2026-04-02,Fee - Overdraft Fee,Overdraft Fee,Fee,-14.7,Posted,REF0000179490,Synthetic transaction
TXN-0000931,ACCT-000118,CUST-00118,2026-05-31,2026-06-02,Card Purchase - City Fitness,City Fitness,Card Purchase,-540.01,Posted,REF0000179683,Synthetic transaction
TXN-0000932,ACCT-000125,CUST-00125,2026-03-26,2026-03-28,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-13.64,Posted,REF0000179876,Synthetic transaction
TXN-0000933,ACCT-000132,CUST-00132,2026-06-21,2026-06-21,Card Purchase - GreenLeaf Market,GreenLeaf Market,Card Purchase,-359.7,Posted,REF0000180069,Synthetic transaction
TXN-0000934,ACCT-000139,CUST-00139,2026-03-12,2026-03-12,Deposit - BrightFuel,BrightFuel,Deposit,880.12,Posted,REF0000180262,Synthetic transaction
TXN-0000935,ACCT-000146,CUST-00146,2026-05-04,2026-05-04,Refund - Metro Grocery,Metro Grocery,Refund,1282.25,Posted,REF0000180455,Synthetic transaction
TXN-0000936,ACCT-000153,CUST-00153,2026-04-09,2026-04-09,Deposit - Bluebird Pharmacy,Bluebird Pharmacy,Deposit,780.05,Pending,REF0000180648,Synthetic transaction
